Anoxia	AK	NoData
Anoxia	DE	NoData
Anoxia	ID	NoData
Anoxia	NH	NoData
Anoxia	ND	NoData
Anoxia	VT	NoData
Anoxia	WY	NoData
Mental Retardation	AK	NoData
Mental Retardation	DC	NoData
Mental Retardation	DE	NoData
Mental Retardation	HI	NoData
Mental Retardation	ID	NoData
Mental Retardation	ME	NoData
Mental Retardation	MT	NoData
Mental Retardation	NE	NoData
Mental Retardation	NH	NoData
Mental Retardation	NM	NoData
Mental Retardation	ND	NoData
Mental Retardation	RI	NoData
Mental Retardation	SD	NoData
Mental Retardation	VT	NoData
Mental Retardation	WY	NoData
Angina Pectoris	AK	NoData
Angina Pectoris	DE	NoData
Angina Pectoris	HI	NoData
Angina Pectoris	MT	NoData
Angina Pectoris	NH	NoData
Angina Pectoris	RI	NoData
Angina Pectoris	SD	NoData
Angina Pectoris	VT	NoData
Angina Pectoris	WY	NoData
Birth Weight	VT	NoData
Birth Weight	WY	NoData
Pain, Postoperative	AL	NoData
Pain, Postoperative	AK	NoData
Pain, Postoperative	AZ	NoData
Pain, Postoperative	AR	NoData
Pain, Postoperative	CA	NoData
Pain, Postoperative	CO	NoData
Pain, Postoperative	CT	NoData
Pain, Postoperative	DC	NoData
Pain, Postoperative	DE	NoData
Pain, Postoperative	FL	NoData
Pain, Postoperative	GA	NoData
Pain, Postoperative	HI	NoData
Pain, Postoperative	ID	NoData
Pain, Postoperative	IL	NoData
Pain, Postoperative	IN	NoData
Pain, Postoperative	IA	NoData
Pain, Postoperative	KS	NoData
Pain, Postoperative	KY	NoData
Pain, Postoperative	LA	NoData
Pain, Postoperative	ME	NoData
Pain, Postoperative	MD	NoData
Pain, Postoperative	MA	NoData
Pain, Postoperative	MI	NoData
Pain, Postoperative	MN	NoData
Pain, Postoperative	MS	NoData
Pain, Postoperative	MO	NoData
Pain, Postoperative	MT	NoData
Pain, Postoperative	NE	NoData
Pain, Postoperative	NV	NoData
Pain, Postoperative	NH	NoData
Pain, Postoperative	NJ	NoData
Pain, Postoperative	NM	NoData
Pain, Postoperative	NY	NoData
Pain, Postoperative	NC	NoData
Pain, Postoperative	ND	NoData
Pain, Postoperative	OH	NoData
Pain, Postoperative	OK	NoData
Pain, Postoperative	OR	NoData
Pain, Postoperative	PA	NoData
Pain, Postoperative	RI	NoData
Pain, Postoperative	SC	NoData
Pain, Postoperative	SD	NoData
Pain, Postoperative	TN	NoData
Pain, Postoperative	TX	NoData
Pain, Postoperative	UT	NoData
Pain, Postoperative	VT	NoData
Pain, Postoperative	VA	NoData
Pain, Postoperative	WA	NoData
Pain, Postoperative	WV	NoData
Pain, Postoperative	WI	NoData
Pain, Postoperative	WY	NoData
Deafness	AK	NoData
Deafness	VT	NoData
Deafness	WY	NoData
Vision Disorders	AL	NoData
Vision Disorders	AK	NoData
Vision Disorders	AZ	NoData
Vision Disorders	AR	NoData
Vision Disorders	CA	NoData
Vision Disorders	CO	NoData
Vision Disorders	CT	NoData
Vision Disorders	DC	NoData
Vision Disorders	DE	NoData
Vision Disorders	FL	NoData
Vision Disorders	GA	NoData
Vision Disorders	HI	NoData
Vision Disorders	ID	NoData
Vision Disorders	IL	NoData
Vision Disorders	IN	NoData
Vision Disorders	IA	NoData
Vision Disorders	KS	NoData
Vision Disorders	KY	NoData
Vision Disorders	LA	NoData
Vision Disorders	ME	NoData
Vision Disorders	MD	NoData
Vision Disorders	MA	NoData
Vision Disorders	MI	NoData
Vision Disorders	MN	NoData
Vision Disorders	MS	NoData
Vision Disorders	MO	NoData
Vision Disorders	MT	NoData
Vision Disorders	NE	NoData
Vision Disorders	NV	NoData
Vision Disorders	NH	NoData
Vision Disorders	NJ	NoData
Vision Disorders	NM	NoData
Vision Disorders	NY	NoData
Vision Disorders	NC	NoData
Vision Disorders	ND	NoData
Vision Disorders	OH	NoData
Vision Disorders	OK	NoData
Vision Disorders	OR	NoData
Vision Disorders	PA	NoData
Vision Disorders	RI	NoData
Vision Disorders	SC	NoData
Vision Disorders	SD	NoData
Vision Disorders	TN	NoData
Vision Disorders	TX	NoData
Vision Disorders	UT	NoData
Vision Disorders	VT	NoData
Vision Disorders	VA	NoData
Vision Disorders	WA	NoData
Vision Disorders	WV	NoData
Vision Disorders	WI	NoData
Vision Disorders	WY	NoData
Proteinuria	AK	NoData
Proteinuria	MT	NoData
Proteinuria	ND	NoData
Proteinuria	SD	NoData
Proteinuria	VT	NoData
Proteinuria	WY	NoData
Psychophysiologic Disorders	AL	NoData
Psychophysiologic Disorders	AK	NoData
Psychophysiologic Disorders	AZ	NoData
Psychophysiologic Disorders	AR	NoData
Psychophysiologic Disorders	CA	NoData
Psychophysiologic Disorders	CO	NoData
Psychophysiologic Disorders	CT	NoData
Psychophysiologic Disorders	DC	NoData
Psychophysiologic Disorders	DE	NoData
Psychophysiologic Disorders	FL	NoData
Psychophysiologic Disorders	GA	NoData
Psychophysiologic Disorders	HI	NoData
Psychophysiologic Disorders	ID	NoData
Psychophysiologic Disorders	IL	NoData
Psychophysiologic Disorders	IN	NoData
Psychophysiologic Disorders	IA	NoData
Psychophysiologic Disorders	KS	NoData
Psychophysiologic Disorders	KY	NoData
Psychophysiologic Disorders	LA	NoData
Psychophysiologic Disorders	ME	NoData
Psychophysiologic Disorders	MD	NoData
Psychophysiologic Disorders	MA	NoData
Psychophysiologic Disorders	MI	NoData
Psychophysiologic Disorders	MN	NoData
Psychophysiologic Disorders	MS	NoData
Psychophysiologic Disorders	MO	NoData
Psychophysiologic Disorders	MT	NoData
Psychophysiologic Disorders	NE	NoData
Psychophysiologic Disorders	NV	NoData
Psychophysiologic Disorders	NH	NoData
Psychophysiologic Disorders	NJ	NoData
Psychophysiologic Disorders	NM	NoData
Psychophysiologic Disorders	NY	NoData
Psychophysiologic Disorders	NC	NoData
Psychophysiologic Disorders	ND	NoData
Psychophysiologic Disorders	OH	NoData
Psychophysiologic Disorders	OK	NoData
Psychophysiologic Disorders	OR	NoData
Psychophysiologic Disorders	PA	NoData
Psychophysiologic Disorders	RI	NoData
Psychophysiologic Disorders	SC	NoData
Psychophysiologic Disorders	SD	NoData
Psychophysiologic Disorders	TN	NoData
Psychophysiologic Disorders	TX	NoData
Psychophysiologic Disorders	UT	NoData
Psychophysiologic Disorders	VT	NoData
Psychophysiologic Disorders	VA	NoData
Psychophysiologic Disorders	WA	NoData
Psychophysiologic Disorders	WV	NoData
Psychophysiologic Disorders	WI	NoData
Psychophysiologic Disorders	WY	NoData
Urinary Incontinence	AK	NoData
Urinary Incontinence	DE	NoData
Urinary Incontinence	HI	NoData
Urinary Incontinence	ID	NoData
Urinary Incontinence	MT	NoData
Urinary Incontinence	ND	NoData
Urinary Incontinence	RI	NoData
Urinary Incontinence	SD	NoData
Urinary Incontinence	VT	NoData
Urinary Incontinence	WY	NoData
Hearing Disorders	AL	NoData
Hearing Disorders	AK	NoData
Hearing Disorders	AZ	NoData
Hearing Disorders	AR	NoData
Hearing Disorders	CO	NoData
Hearing Disorders	CT	NoData
Hearing Disorders	DC	NoData
Hearing Disorders	DE	NoData
Hearing Disorders	FL	NoData
Hearing Disorders	GA	NoData
Hearing Disorders	HI	NoData
Hearing Disorders	ID	NoData
Hearing Disorders	IN	NoData
Hearing Disorders	IA	NoData
Hearing Disorders	KS	NoData
Hearing Disorders	KY	NoData
Hearing Disorders	LA	NoData
Hearing Disorders	ME	NoData
Hearing Disorders	MD	NoData
Hearing Disorders	MA	NoData
Hearing Disorders	MI	NoData
Hearing Disorders	MN	NoData
Hearing Disorders	MS	NoData
Hearing Disorders	MO	NoData
Hearing Disorders	MT	NoData
Hearing Disorders	NE	NoData
Hearing Disorders	NV	NoData
Hearing Disorders	NH	NoData
Hearing Disorders	NJ	NoData
Hearing Disorders	NM	NoData
Hearing Disorders	NC	NoData
Hearing Disorders	ND	NoData
Hearing Disorders	OH	NoData
Hearing Disorders	OK	NoData
Hearing Disorders	OR	NoData
Hearing Disorders	PA	NoData
Hearing Disorders	RI	NoData
Hearing Disorders	SC	NoData
Hearing Disorders	SD	NoData
Hearing Disorders	TN	NoData
Hearing Disorders	UT	NoData
Hearing Disorders	VT	NoData
Hearing Disorders	VA	NoData
Hearing Disorders	WA	NoData
Hearing Disorders	WV	NoData
Hearing Disorders	WI	NoData
Hearing Disorders	WY	NoData
Sleep Disorders	AK	NoData
Sleep Disorders	DE	NoData
Sleep Disorders	HI	NoData
Sleep Disorders	ME	NoData
Sleep Disorders	MT	NoData
Sleep Disorders	NH	NoData
Sleep Disorders	ND	NoData
Sleep Disorders	RI	NoData
Sleep Disorders	SD	NoData
Sleep Disorders	VT	NoData
Sleep Disorders	WY	NoData
Memory Disorders	AL	NoData
Memory Disorders	AK	NoData
Memory Disorders	AZ	NoData
Memory Disorders	AR	NoData
Memory Disorders	CO	NoData
Memory Disorders	CT	NoData
Memory Disorders	DC	NoData
Memory Disorders	DE	NoData
Memory Disorders	FL	NoData
Memory Disorders	GA	NoData
Memory Disorders	HI	NoData
Memory Disorders	ID	NoData
Memory Disorders	IL	NoData
Memory Disorders	IN	NoData
Memory Disorders	IA	NoData
Memory Disorders	KS	NoData
Memory Disorders	KY	NoData
Memory Disorders	LA	NoData
Memory Disorders	ME	NoData
Memory Disorders	MD	NoData
Memory Disorders	MA	NoData
Memory Disorders	MI	NoData
Memory Disorders	MN	NoData
Memory Disorders	MS	NoData
Memory Disorders	MO	NoData
Memory Disorders	MT	NoData
Memory Disorders	NE	NoData
Memory Disorders	NV	NoData
Memory Disorders	NH	NoData
Memory Disorders	NJ	NoData
Memory Disorders	NM	NoData
Memory Disorders	NC	NoData
Memory Disorders	ND	NoData
Memory Disorders	OH	NoData
Memory Disorders	OK	NoData
Memory Disorders	OR	NoData
Memory Disorders	PA	NoData
Memory Disorders	RI	NoData
Memory Disorders	SC	NoData
Memory Disorders	SD	NoData
Memory Disorders	TN	NoData
Memory Disorders	UT	NoData
Memory Disorders	VT	NoData
Memory Disorders	VA	NoData
Memory Disorders	WA	NoData
Memory Disorders	WV	NoData
Memory Disorders	WI	NoData
Memory Disorders	WY	NoData
Learning Disorders	AL	NoData
Learning Disorders	AK	NoData
Learning Disorders	AZ	NoData
Learning Disorders	AR	NoData
Learning Disorders	CO	NoData
Learning Disorders	CT	NoData
Learning Disorders	DC	NoData
Learning Disorders	DE	NoData
Learning Disorders	HI	NoData
Learning Disorders	ID	NoData
Learning Disorders	IN	NoData
Learning Disorders	IA	NoData
Learning Disorders	KS	NoData
Learning Disorders	LA	NoData
Learning Disorders	ME	NoData
